product_id,question,answer
category_3_product_33,does it have a dedicated microphone,yes rockerz 200 earphones have a dedicated mic perfect for calls and recording
category_3_product_33,can i charge my earphones with a mobile charger,yes rockerz 200 earphones can be charged with a mobile charger
category_3_product_33,what bluetooth version does rockerz 200 support,rockerz 200 bluetooth earphones support bluetooth v52 that makes a seamless connection with your device
category_3_product_33,is there a warranty for the product how do i claim warranty,yes all of our wireless neckband come with a 1 year warranty to register your device visit httpssupportboatlifestylecom
category_3_product_34,what makes the sound quality of bassheads 900 pro unique,bassheads 900 pro is equipped with powerful 40mm drivers offering deep bass and clear highs providing an exceptional audio experience
category_3_product_35,can we accept calls on boat rockerz 255 z plus,yes you can accept calls on rockerz 255 z plus to enhance the experience it has ai enx technology that captures only your voice while subduing background noise for unparalleled call clarity
category_3_product_35,can i charge my earphones with a mobile charger,yes rockerz 255 z plus earphones can be charged with a typec port mobile charger
category_3_product_35,what bluetooth version does rockerz 255 z plus support,rockerz 255 z plus bluetooth earphones support bluetooth v53 that makes a seamless connection with your device
category_3_product_35,how long does boat rockerz 255 z plus last on a single charge,rockerz 255 z plus wireless neckband offers a total battery backup of up to 50 hours
category_3_product_35,is there a warranty for the product how do i claim the warranty,yes all of our wireless earphones headphones come with a 1year warranty to register your device visit httpssupportboatlifestylecom
category_3_product_36,can we accept calls on boat rockerz 80 pro,yes you can accept calls on the rockerz 80 pro to enhance the experience it has enx technology that captures only your voice while subduing background noise for unparalleled call clarity
category_3_product_36,can i use any adapter to charge my device,yes you can use any typec compatible adapter to charge your rockerz 80 pro
category_3_product_36,is rockerz 80 pro waterproof and sweat resistant,yes rockerz 80 pro is ipx4 splash and sweat resistant you can use it for your workouts and use it for a longer period
category_3_product_36,how long does boat rockerz 80 pro last on a single charge,rockerz 80 pro wireless neckbands offer a total battery backup of up to 80 hours
category_3_product_37,can we accept calls on boat rockerz bliss,yes boat rockerz bliss comes with enx technology that suppresses background noise to pick only your voice when speaking into the mic
category_3_product_37,can i use any adapter to charge my device,yes you can use any typec compatible adapter to charge your rockerz bliss
category_3_product_37,is rockerz bliss sweat resistant,yes rockerz bliss comes with ipx4 sweat shield
category_3_product_37,how long does boat rockerz bliss last on a single charge,rockerz bliss wireless neckbands offer a total battery backup of 30 hours
